ID,Gender,Ever_Married,Age,Graduated,Work_Experience,Spending_Score,Family_Size,Segmentation,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Var_1_Cat_1,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7
461764,0,0,41,1,0.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460087,0,1,56,1,0.0,1,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465012,1,1,62,0,0.0,2,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
464030,1,0,18,0,1.0,0,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465879,1,0,39,1,0.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465654,0,0,48,1,1.0,0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
461972,1,1,40,0,1.0,1,5.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
463377,0,1,32,1,4.0,2,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
460619,1,0,52,1,1.0,0,2.85012285012285,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
460546,0,1,71,1,1.0,0,2.0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
462379,0,1,60,1,1.0,1,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463813,0,0,26,0,1.0,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
463559,0,1,48,1,1.0,2,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
467542,1,0,30,1,9.0,0,1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
467417,0,1,53,1,4.0,1,6.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465421,0,0,25,0,1.0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
461065,1,1,61,1,1.0,0,6.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
467138,0,0,26,0,13.0,0,1.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
467958,0,0,43,1,0.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467689,1,0,35,0,1.0,0,1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
467598,1,1,68,1,1.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464500,0,1,39,1,1.0,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466344,1,0,43,1,0.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
463376,0,1,45,1,7.0,2,2.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467057,0,0,50,0,8.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
460607,1,1,36,1,9.0,1,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463851,0,1,45,1,4.0,1,4.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
463076,0,0,51,1,0.0,0,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466725,0,1,89,0,0.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467291,1,1,53,1,1.0,1,4.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
461805,0,0,31,1,1.0,0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
467843,0,0,23,0,1.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459557,0,1,29,0,1.0,2,2.85012285012285,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
466054,0,1,33,0,8.0,1,4.0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
464861,1,0,32,0,1.0,0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
465413,0,1,41,1,0.0,2,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
462233,1,0,19,0,1.0,0,7.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
464334,0,0,33,1,1.0,0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
460463,1,1,42,1,6.0,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
459476,1,1,41,1,0.0,2,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460278,1,1,29,1,0.0,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
464705,1,0,32,0,3.0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462682,1,0,25,0,2.0,0,7.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465154,1,0,22,0,1.0,0,2.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
467226,0,0,20,0,1.0,0,4.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
466833,1,1,58,1,7.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464767,0,1,53,0,8.0,1,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
467696,1,1,84,1,1.0,2,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461200,0,0,33,1,0.0,0,5.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459118,1,0,21,0,1.0,0,8.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464360,1,1,62,1,0.0,2,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
462704,1,1,48,1,5.0,2,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
463026,1,1,28,1,1.0,0,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461546,0,1,72,0,1.0,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461068,1,0,46,0,1.0,0,4.0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
462204,0,0,19,0,1.0,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
463192,0,1,46,0,4.0,1,2.85012285012285,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
466453,1,1,41,1,2.0,1,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
459805,0,1,45,0,4.0,1,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459141,1,1,28,0,0.0,1,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463247,1,0,45,1,1.0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
460480,1,0,18,0,0.0,0,7.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
462636,0,1,36,0,1.0,0,4.0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
459018,1,1,85,0,1.0,2,2.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
465093,1,1,55,1,0.0,0,1.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465497,1,0,25,0,14.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
461241,1,1,32,1,5.0,0,2.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459203,1,1,35,1,0.0,0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
463548,0,0,18,0,3.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
466221,1,1,48,1,4.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464314,1,1,68,0,0.0,0,2.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461164,0,0,39,1,9.0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
460280,1,1,39,1,0.0,0,1.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464876,0,1,49,0,1.0,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
463549,1,0,23,0,0.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459394,1,0,28,0,9.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
461110,1,0,18,0,1.0,0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
464164,0,1,81,1,0.0,2,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465523,0,1,45,1,0.0,2,5.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
461860,0,1,81,1,1.0,2,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
462374,1,1,37,1,0.0,2,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
460888,1,1,42,0,8.0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
459980,1,0,40,0,1.0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
461664,1,1,62,1,0.0,1,4.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459549,1,0,22,0,9.0,0,5.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
462394,1,1,35,1,0.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463500,1,1,35,1,0.0,2,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
463733,0,0,18,0,1.0,0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
467890,1,1,62,1,0.0,1,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
467733,1,1,62,0,9.0,2,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
465541,0,1,45,1,1.0,1,4.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
462195,0,0,21,0,0.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
463977,1,1,28,1,9.0,2,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464061,1,1,30,1,12.0,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464343,0,0,51,1,1.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462920,1,1,50,0,0.0,2,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
465356,0,1,50,0,1.0,2,4.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467870,1,0,27,1,0.0,0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
463239,0,0,30,0,1.0,0,3.0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
460479,0,0,42,0,8.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
464329,1,1,81,0,1.0,0,2.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
466506,1,1,50,0,1.0,1,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463097,0,1,45,1,1.0,1,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
460250,1,0,27,1,8.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
460989,1,0,23,0,1.0,0,3.0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
464010,1,0,33,0,1.0,0,4.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462231,1,0,28,1,4.0,0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
463106,0,1,84,1,0.0,0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
464038,1,1,40,1,1.0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460308,0,0,32,1,7.0,0,2.85012285012285,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465473,0,0,55,1,3.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465590,1,1,40,1,1.0,1,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461856,0,1,45,1,3.0,2,4.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465276,1,1,55,1,1.0,1,5.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462991,1,0,28,1,0.0,0,1.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462953,0,1,45,1,1.0,1,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459838,0,1,86,0,0.0,2,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
460055,0,0,46,1,8.0,0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462585,1,1,42,0,8.0,0,2.85012285012285,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461238,0,1,52,1,3.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465340,0,0,28,1,3.0,0,4.0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
463609,1,1,30,0,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
459109,1,1,49,1,7.0,1,4.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
467774,0,0,39,1,1.0,0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
466491,1,1,82,0,1.0,2,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
466062,1,1,56,1,4.0,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
466844,1,0,18,0,0.0,0,5.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465570,1,1,46,1,1.0,1,4.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
463284,0,1,60,1,0.0,0,2.85012285012285,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
461882,0,0,30,1,0.0,0,5.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
465685,1,0,38,1,6.0,0,2.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
461361,0,0,31,1,9.0,0,7.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
461659,0,1,52,1,0.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465418,1,0,39,1,0.0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
461067,1,0,21,0,1.0,0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
460343,0,0,67,1,0.0,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464885,0,0,35,0,1.0,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
465531,0,0,40,1,9.0,0,2.85012285012285,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
467910,0,0,21,0,1.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
466705,1,1,69,0,0.0,0,3.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
462513,1,0,26,1,1.0,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461324,0,0,48,1,4.0,0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463610,0,1,31,1,0.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463568,0,0,26,0,1.0,0,2.85012285012285,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
460864,0,0,20,0,0.0,0,3.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467730,1,0,18,0,1.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462533,0,0,33,1,0.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
466206,0,1,60,1,2.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
466480,0,1,40,1,1.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462434,1,1,57,1,0.0,1,4.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460318,1,0,30,1,14.0,0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462883,0,1,28,1,8.0,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465524,0,0,51,1,8.0,0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461240,0,0,45,0,1.0,0,1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
466183,1,1,50,1,0.0,1,2.0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
462155,0,1,57,1,1.0,2,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464049,0,0,32,1,1.0,0,3.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466010,0,1,69,0,0.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
459051,1,1,66,1,1.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461273,1,1,73,1,1.0,2,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
459861,0,1,83,0,1.0,2,2.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
462059,1,0,47,1,1.0,0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460753,0,0,33,0,1.0,0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465905,0,0,32,1,9.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467603,1,1,71,1,1.0,2,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461952,0,1,19,0,1.0,2,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
464686,0,0,21,0,5.0,0,5.0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
463387,1,1,20,0,3.0,0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
459242,1,1,65,1,0.0,0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
466536,1,0,20,0,4.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
466309,1,0,21,0,1.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465718,0,1,49,1,9.0,0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
465676,0,1,51,1,1.0,1,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
466763,1,1,55,1,0.0,0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
462897,1,0,33,1,3.0,0,2.0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
466667,0,0,42,0,5.0,0,2.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
462512,0,1,28,0,1.0,1,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
461533,1,0,48,1,1.0,0,2.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
460494,0,0,28,0,1.0,0,4.0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
466886,0,0,40,0,1.0,0,1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
465113,1,1,66,1,1.0,2,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
464997,1,1,43,1,5.0,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467569,1,0,19,0,1.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464131,0,1,81,0,0.0,2,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
460589,1,1,49,0,1.0,1,6.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
461195,1,0,18,0,0.0,0,2.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
465458,0,1,84,1,1.0,2,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466563,0,0,20,0,1.0,0,4.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
465833,1,1,43,0,1.0,2,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
467378,0,1,56,1,1.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466194,1,1,89,0,0.0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467817,0,0,23,0,0.0,0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
461816,0,0,49,1,0.0,0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
463834,0,1,41,1,1.0,1,4.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
467867,0,0,18,0,0.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
467937,1,0,28,1,0.0,0,3.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465208,1,1,37,1,1.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461634,1,1,63,1,1.0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465463,0,0,28,0,1.0,0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
461368,1,0,32,1,4.0,0,5.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465177,0,0,60,1,1.0,0,2.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465328,1,1,35,0,0.0,2,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459963,0,0,40,1,9.0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
466073,0,1,62,0,8.0,2,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
467299,0,0,27,1,1.0,0,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466488,1,1,62,1,0.0,1,6.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464851,1,0,18,0,0.0,0,6.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461193,0,0,41,1,1.0,0,1.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
466525,1,1,33,1,0.0,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461987,0,1,43,0,1.0,1,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
464939,1,0,43,0,0.0,0,1.0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
460608,1,0,19,0,6.0,0,8.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
463493,1,1,42,1,1.0,2,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459456,0,0,65,0,1.0,0,1.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465146,1,1,58,1,9.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463992,1,1,39,1,0.0,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464841,1,1,19,0,0.0,2,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
462870,0,0,41,1,3.0,0,3.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461632,1,0,25,1,1.0,0,1.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461305,1,0,22,0,1.0,0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
467515,1,1,28,1,0.0,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
465869,1,0,42,1,1.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459319,0,1,46,0,1.0,2,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463862,1,1,50,1,6.0,1,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467391,1,1,84,1,1.0,0,1.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467004,0,0,50,0,0.0,0,2.85012285012285,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
459382,0,0,41,1,1.0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
467332,0,1,70,1,3.0,0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
459218,1,1,88,1,0.0,2,3.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
463545,0,0,31,1,0.0,0,2.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
460190,0,0,30,1,9.0,0,3.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
463384,0,0,29,0,1.0,0,5.0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
466751,0,0,20,0,1.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464446,0,1,50,1,0.0,0,2.85012285012285,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
466539,0,1,80,0,1.0,2,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
460817,0,0,20,0,1.0,0,7.0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
463401,0,0,18,0,1.0,0,3.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
465683,0,0,49,0,1.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
465044,0,1,47,1,0.0,1,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
465966,1,0,36,1,9.0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466085,1,0,19,0,9.0,0,4.0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459259,1,1,74,1,1.0,2,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461417,0,0,37,1,1.0,0,3.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467670,1,0,25,0,1.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
463942,1,0,26,0,0.0,0,4.0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
467697,0,0,39,1,0.0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464081,1,1,73,1,11.0,2,2.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
463244,0,1,45,0,1.0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459175,0,1,70,1,1.0,1,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467497,1,1,51,1,1.0,0,3.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
